sample_name	altitude	anonymized_name	bile_sample	biomass_even	biomass_quartile	climate	collection_substrate	collection_timestamp	scientific_name	taxon_id	host_body_habitat	host_body_product	host_body_site	collection_year	common_name	condition_factor	conservation_status	control	control_2	control_rct	control_cell_into_extraction	control_org	control_type	depth_high_range_m	depth_low_range_m	depth_m	description	diet	diet_reference	dist_to_dorsal_cm	distance_from_shore_m	distance_from_shore_m_log	dna_extracted	dnaplate_column	dnaplate_row	dnaplate_well_id	elevation	empo_1	empo_2	empo_3	env	env0	env_biome	env_feature	env_material	env_package	estimated_biomass_per_dnarxn	estimated_biomass_per_pcrrxn	estimated_cells_per_g	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	extraction_cleanup	extraction_date	extraction_lot	extraction_mass_g	extraction_notes	extraction_notes_gill	extraction_plate_name	fish_collection_method	fl_cm	fmp_number	gamma_include	gape_cm	general_location	geo_loc_name	gi_cm	hab_notes	hab_sum	habitat_act_collection	habitat_be	habitat_cp	habitat_depth_level1	habitat_depth_level2	habitat_drf	habitat_dslp	habitat_is	habitat_kbrf	habitat_mdrf	habitat_ms	habitat_os	habitat_p	habitat_ref	habitat_rit	habitat_rst	habitat_sslp	habitat_sz	host_age	host_age_units	host_body_mass_index	host_common_name	host_common_name_	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	include_st	latitude	log_estimated_cells_per_g	log_total_reads	longitude	mass_g	mass_g_log	max_age	max_kg_grams	max_tl_cm	max_length_cm_LOVE2021	method_gear	month	name	notes	notes_on_dissection	num_order	number_db	ocean_basin	p_class	p_fam_common	p_family	p_genus	p_order	p_genus_species_alternative	pcr_order	ph_cells_per_g	ph_cells_per_g_log	ph_cells_per_mg	ph_extrapolated_cells_per_60ul_total	ph_extrapolated_cells_per_extra_ln	ph_extrapolated_cells_per_pcr_total	ph_log_reads	ph_r1150	ph_reads_per_mg	ph_total_reads	physical_specimen_location	physical_specimen_remaining	prey_1_phytoplankton_algae	prey_2_zooplankton	prey_3_annelids	prey_3_arthropods	prey_3_echinoderms	prey_3_mollusks	prey_3_invertebrate	prey_4_small_fish	prey_5_large_fish	prey_6_shark_marine_mammal	prey_sum	primer_plate	radii	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	reproductive_process	salinity_tolerance	salinity_tolerance_migration	sample_type	sample_type_2	sample_type_descriptive	sample_types	sd_or_la	season	sex	sjbg_gill	sjbg_gill_direction	sjbg_gill_number	sjbg_gill_orientation	sjbg_gill_sample	sjbg_gill_tissue	sjbg_gill_type	sourcesink	substrata_collection	substrata_group	swim_acceleration	swim_endurance	swim_mode	swim_performance	title	title_fmp_core	tl_cm	host_height_vs_max_height_tl	total_reads_AID_49571	trophic	trophic_likely	type_habitat_nonbay_bol	x	y	z
13414.82.hg	not applicable	82.hg	FALSE	2	2	deep water	soft bottom	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	black eelpout	0.3291	NE	0	0	0	0.0	0	not applicable	844	146	300	82.hg	euphausiids, shrimp	MS Love. Everything you wanted to know about the fishes of the west coast. 2011	6.5	9790	3.990782692	TRUE	11	b	b11	0	Host-associated	Animal	Animal distal gut	82hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	1555.135491	129.5946242	41804.71749	116	Lycodes diapterus	clearmag beads KF	2020-09-10	PS16L1	0.0372	low	not applicable	FMP101_P1_hg_1.88	otter trawl	24.7	82	1	2.1	trawl	USA:CA:San Diego	16.5	muddy bottoms	4	SSLP	0	0	mid	mesopelagic and benthopelagic	0	1	0	0	0	1	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.329147694	black eelpout	black eelpout	24.7	cm	not collected	Lycodes diapterus	FMP_82	215426	49.6	grams	1.0	32.674701	4.621225293	3.750970984	-117.355389	49.6	1.695481676	not applicable	not applicable	39	39	benthic trawl	3	82.hg	not applicable	not applicable	370	100	Eastern Pacific	Actinopterygii	eelpouts	Zoarcidae	Lycodes	Perciformes	Lycodes diapterus	466	42556	4.6289608	43	1583	2.120324432	132	3.740441645	1	147876	5501	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1.0	5	not applicable	0.263157895	0.085020243	0.668016194	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	gill, fin, skin, MG, HG	60	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	soft bottom	1	3	Labriform	generalist	FMP101	1.0	24.7	63	5636	2	2	TRUE	not applicable	not applicable	not applicable
13414.82.midgut	not applicable	82.midgut	FALSE	2	3	deep water	soft bottom	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	black eelpout	0.3291	NE	0	0	0	0.0	0	not applicable	844	146	300	82.midgut	euphausiids, shrimp	MS Love. Everything you wanted to know about the fishes of the west coast. 2011	6.5	9790	3.990782692	TRUE	11	b	b11	0	Host-associated	Animal	Animal proximal gut	82midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	25333.82782	2111.152318	383265.1712	116	Lycodes diapterus	clearmag beads KF	2020-09-10	PS16L1	0.0661	not applicable	not applicable	FMP101_P2_mg_1.88	otter trawl	24.7	82	1	2.1	trawl	USA:CA:San Diego	16.5	muddy bottoms	4	SSLP	0	0	mid	mesopelagic and benthopelagic	0	1	0	0	0	1	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.329147694	black eelpout	black eelpout	24.7	cm	not collected	Lycodes diapterus	FMP_82	215426	49.6	grams	1.0	32.674701	5.583499355	4.097187873	-117.355389	49.6	1.695481676	not applicable	not applicable	39	39	benthic trawl	3	82.midgut	not applicable	not applicable	466	100	Eastern Pacific	Actinopterygii	eelpouts	Zoarcidae	Lycodes	Perciformes	Lycodes diapterus	562	383259	5.583492362	383	25333	3.324513048	2111	4.084790691	1	183903	12156	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1.0	6	not applicable	0.263157895	0.085020243	0.668016194	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	60	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	soft bottom	1	3	Labriform	generalist	FMP101	1.0	24.7	63	12508	2	2	TRUE	not applicable	not applicable	not applicable
13414.82.skin	not applicable	82.skin	FALSE	3	4	deep water	soft bottom	2018-03-10	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2018	black eelpout	0.3291	NE	0	0	0	0.0	0	not applicable	844	146	300	82.skin	euphausiids, shrimp	MS Love. Everything you wanted to know about the fishes of the west coast. 2011	6.5	9790	3.990782692	TRUE	11	b	b11	0	Host-associated	Animal	Animal surface	82skin	skin	marine biome	animal-associated habitat	mucus	host-associated	55165.79151	4597.149292	2270197.181	116	Lycodes diapterus	clearmag beads KF	2020-09-14	PS16L1	0.0243	low	not applicable	FMP101_P3_skin_1.88	otter trawl	24.7	82	1	2.1	trawl	USA:CA:San Diego	16.5	muddy bottoms	4	SSLP	0	0	mid	mesopelagic and benthopelagic	0	1	0	0	0	1	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.329147694	black eelpout	black eelpout	24.7	cm	not collected	Lycodes diapterus	FMP_82	215426	49.6	grams	1.0	32.674701	6.35606358	4.193736633	-117.355389	49.6	1.695481676	not applicable	not applicable	39	39	benthic trawl	3	82.skin	not applicable	not applicable	562	100	Eastern Pacific	Actinopterygii	eelpouts	Zoarcidae	Lycodes	Perciformes	Lycodes diapterus	658	2490291	6.396250099	2490	60514	3.702675087	5043	4.192929679	1	641687	15593	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1.0	7	not applicable	0.263157895	0.085020243	0.668016194	oviparous	marine	marine	fish skin	s	skin swab	gill, fin, skin, MG, HG	60	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	soft bottom	1	3	Labriform	generalist	FMP101	1.0	24.7	63	15622	2	2	TRUE	not applicable	not applicable	not applicable
13414.83.gill	not applicable	83.gill	FALSE	1	1	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2018	black belly dragonfish	0.181	LC	0	0	0	0.0	0	not applicable	1500	100	500	83.gill	crustaceans, lanternfishes	fishbase.org	15	9790	3.990782692	TRUE	11	c	c11	0	Host-associated	Animal	Animal corpus	83gill	gill	marine biome	animal-associated habitat	organic material	host-associated	20.78897268	1.73241439	866.2071949	199	Stomias boa	clearmag beads KF	2020-09-14	PS16L1	0.024	not applicable	WG	FMP101_P4_gill_1.88	Isaacs  Kidd Midwater Trawl	17.5	83	1	2.5	trawl	USA:CA:San Diego	14.6	deep sea	3	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.180991254	black belly dragonfish	black belly dragonfish	17.5	cm	not collected	Stomias atriventer	FMP_83	320411	9.7	grams	1.0	32.674701	2.937621787	3.215637563	-117.355389	9.7	0.986771734	not applicable	not applicable	25	25	midwater trawl	3	83.gill	not applicable	not applicable	659	not applicable	Eastern Pacific	Actinopterygii	barbeled dragonfishes	Stomiidae	Stomias	Stomiatiformes	Stomias atriventer	755	908	2.958085849	1	22	0.258979326	2	3.208172527	1	67292	1615	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	1	1	not applicable	not applicable	3.0	8	not applicable	0.857142857	0.142857143	0.834285714	oviparous	marine	marine	fish gill	g	gill tissue	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	3	1	Esociform	accelerator	FMP101	1.0	17.5	70	1643	3	3	TRUE	not applicable	not applicable	not applicable
13414.83.hg	not applicable	83.hg	FALSE	1	1	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	black belly dragonfish	0.181	LC	0	0	0	0.0	0	not applicable	1500	100	500	83.hg	crustaceans, lanternfishes	fishbase.org	15	9790	3.990782692	TRUE	11	c	c11	0	Host-associated	Animal	Animal distal gut	83hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	20.0456982	1.67047485	736.9741986	199	Stomias boa	clearmag beads KF	2020-09-10	PS16L1	0.0272	low	not applicable	FMP101_P1_hg_1.88	Isaacs  Kidd Midwater Trawl	17.5	83	1	2.5	trawl	USA:CA:San Diego	14.6	deep sea	3	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.180991254	black belly dragonfish	black belly dragonfish	17.5	cm	not collected	Stomias atriventer	FMP_83	320411	9.7	grams	1.0	32.674701	2.867452284	3.211120541	-117.355389	9.7	0.986771734	not applicable	not applicable	25	25	midwater trawl	3	83.hg	not applicable	not applicable	371	not applicable	Eastern Pacific	Actinopterygii	barbeled dragonfishes	Stomiidae	Stomias	Stomiatiformes	Stomias atriventer	467	742	2.870403905	1	20	0.225703833	2	3.198657087	1	58088	1580	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	1	1	not applicable	not applicable	3.0	5	not applicable	0.857142857	0.142857143	0.834285714	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	3	1	Esociform	accelerator	FMP101	1.0	17.5	70	1626	3	3	TRUE	not applicable	not applicable	not applicable
13414.83.midgut	not applicable	83.midgut	FALSE	2	3	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	black belly dragonfish	0.181	LC	0	0	0	0.0	0	not applicable	1500	100	500	83.midgut	crustaceans, lanternfishes	fishbase.org	15	9790	3.990782692	TRUE	11	c	c11	0	Host-associated	Animal	Animal proximal gut	83midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	4108.952696	342.4127247	232144.2201	199	Stomias boa	clearmag beads KF	2020-09-10	PS16L1	0.0177	not applicable	not applicable	FMP101_P2_mg_1.88	Isaacs  Kidd Midwater Trawl	17.5	83	1	2.5	trawl	USA:CA:San Diego	14.6	deep sea	3	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.180991254	black belly dragonfish	black belly dragonfish	17.5	cm	not collected	Stomias atriventer	FMP_83	320411	9.7	grams	1.0	32.674701	5.365757875	3.871514559	-117.355389	9.7	0.986771734	not applicable	not applicable	25	25	midwater trawl	3	83.midgut	not applicable	not applicable	467	not applicable	Eastern Pacific	Actinopterygii	barbeled dragonfishes	Stomiidae	Stomias	Stomiatiformes	Stomias atriventer	563	235882	5.372694801	236	4175	2.541486157	348	3.860876796	1	410113	7259	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	1	1	not applicable	not applicable	3.0	6	not applicable	0.857142857	0.142857143	0.834285714	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	3	1	Esociform	accelerator	FMP101	1.0	17.5	70	7439	3	3	TRUE	not applicable	not applicable	not applicable
13414.83.skin	not applicable	83.skin	FALSE	2	3	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2018	black belly dragonfish	0.181	LC	0	0	0	0.0	0	not applicable	1500	100	500	83.skin	crustaceans, lanternfishes	fishbase.org	15	9790	3.990782692	TRUE	11	c	c11	0	Host-associated	Animal	Animal surface	83skin	skin	marine biome	animal-associated habitat	mucus	host-associated	1831.922172	152.660181	183192.2172	199	Stomias boa	clearmag beads KF	2020-09-14	PS16L1	0.01	all tissue used	not applicable	FMP101_P3_skin_1.88	Isaacs  Kidd Midwater Trawl	17.5	83	1	2.5	trawl	USA:CA:San Diego	14.6	deep sea	3	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	1	0	not collected	not collected	0.180991254	black belly dragonfish	black belly dragonfish	17.5	cm	not collected	Stomias atriventer	FMP_83	320411	9.7	grams	1.0	32.674701	5.262907019	3.771293443	-117.355389	9.7	0.986771734	not applicable	not applicable	25	25	midwater trawl	3	83.skin	not applicable	not applicable	563	not applicable	Eastern Pacific	Actinopterygii	barbeled dragonfishes	Stomiidae	Stomias	Stomiatiformes	Stomias atriventer	659	181799	5.25959149	182	1818	2.180410239	151	3.757623746	1	572300	5723	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	1	1	not applicable	not applicable	3.0	7	not applicable	0.857142857	0.142857143	0.834285714	oviparous	marine	marine	fish skin	s	skin swab	gill, fin, skin, MG, HG	na	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	3	1	Esociform	accelerator	FMP101	1.0	17.5	70	5906	3	3	TRUE	not applicable	not applicable	not applicable
13414.84.gill	not applicable	84.gill	FALSE	3	4	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2018	brown catshark	0.3539	DD	0	0	0	0.0	0	not applicable	1306	33	500	84.gill	true shrimps, ephausiid shrimp, squid, fish	fishbase.org	10	9790	3.990782692	TRUE	11	d	d11	0	Host-associated	Animal	Animal corpus	84gill	gill	marine biome	animal-associated habitat	organic material	host-associated	2693243.606	224436.9671	30605040.97	465	Scyliorhinus canicula	clearmag beads KF	2020-09-14	PS16L1	0.088	not applicable	WG	FMP101_P4_gill_1.88	Isaacs  Kidd Midwater Trawl	19.4	84	1	1.4	trawl	USA:CA:San Diego	6.8	not applicable	2	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.353905506	brown catshark	brown catshark	19.4	cm	not collected	Apristurus brunneus	FMP_84	428037	25.84	grams	1.0	32.674701	7.485792965	4.676126371	-117.355389	25.84	1.412292509	not applicable	not applicable	69	73.5	midwater trawl	3	84.gill	not applicable	not applicable	660	167	Eastern Pacific	Chondrichthyes	catshark	Scyliorhinidae	Apristurus	Carcharhiniformes	Apristurus brunneus	756	30402045	7.482902798	30402	2675380	5.34820423	222948	4.663484195	1	523602	46077	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	1	not applicable	1	not applicable	not applicable	3.0	8	not applicable	0.515463918	0.072164948	0.350515464	oviparous	marine	marine	fish gill	g	gill tissue	gill, fin, skin, MG, HG	127	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	3	Carcharhiniform	crusier sprinter	FMP101	1.0	19.4	28	47438	3	3	TRUE	not applicable	not applicable	not applicable
13414.84.hg	not applicable	84.hg	FALSE	1	1	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	brown catshark	0.3539	DD	0	0	0	0.0	0	not applicable	1306	33	500	84.hg	true shrimps, ephausiid shrimp, squid, fish	fishbase.org	10	9790	3.990782692	TRUE	11	d	d11	0	Host-associated	Animal	Animal distal gut	84hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	77.75939537	6.479949614	1293.833534	465	Scyliorhinus canicula	clearmag beads KF	2020-09-10	PS16L1	0.0601	not applicable	not applicable	FMP101_P1_hg_1.88	Isaacs  Kidd Midwater Trawl	19.4	84	1	1.4	trawl	USA:CA:San Diego	6.8	not applicable	2	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.353905506	brown catshark	brown catshark	19.4	cm	not collected	Apristurus brunneus	FMP_84	428037	25.84	grams	1.0	32.674701	3.111878403	3.379305518	-117.355389	25.84	1.412292509	not applicable	not applicable	69	73.5	midwater trawl	3	84.hg	not applicable	not applicable	372	167	Eastern Pacific	Chondrichthyes	catshark	Scyliorhinidae	Apristurus	Carcharhiniformes	Apristurus brunneus	468	1316	3.119255889	1	79	0.818899237	7	3.368286885	1	38852	2335	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	1	not applicable	1	not applicable	not applicable	3.0	5	not applicable	0.515463918	0.072164948	0.350515464	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	gill, fin, skin, MG, HG	127	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	3	Carcharhiniform	crusier sprinter	FMP101	1.0	19.4	28	2395	3	3	TRUE	not applicable	not applicable	not applicable
13414.84.midgut	not applicable	84.midgut	FALSE	2	2	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	brown catshark	0.3539	DD	0	0	0	0.0	0	not applicable	1306	33	500	84.midgut	true shrimps, ephausiid shrimp, squid, fish	fishbase.org	10	9790	3.990782692	TRUE	11	d	d11	0	Host-associated	Animal	Animal proximal gut	84midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	4564.861224	380.405102	58374.18445	465	Scyliorhinus canicula	clearmag beads KF	2020-09-10	PS16L1	0.0782	low	not applicable	FMP101_P2_mg_1.88	Isaacs  Kidd Midwater Trawl	19.4	84	1	1.4	trawl	USA:CA:San Diego	6.8	not applicable	2	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.353905506	brown catshark	brown catshark	19.4	cm	not collected	Apristurus brunneus	FMP_84	428037	25.84	grams	1.0	32.674701	4.766220826	3.884568815	-117.355389	25.84	1.412292509	not applicable	not applicable	69	73.5	midwater trawl	3	84.midgut	not applicable	not applicable	468	167	Eastern Pacific	Chondrichthyes	catshark	Scyliorhinidae	Apristurus	Carcharhiniformes	Apristurus brunneus	564	59294	4.773010749	59	4637	2.587033888	386	3.873901598	1	95652	7480	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	1	not applicable	1	not applicable	not applicable	3.0	6	not applicable	0.515463918	0.072164948	0.350515464	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	127	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	3	Carcharhiniform	crusier sprinter	FMP101	1.0	19.4	28	7666	3	3	TRUE	not applicable	not applicable	not applicable
13414.84.skin	not applicable	84.skin	FALSE	2	3	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2018	brown catshark	0.3539	DD	0	0	0	0.0	0	not applicable	1306	33	500	84.skin	true shrimps, ephausiid shrimp, squid, fish	fishbase.org	10	9790	3.990782692	TRUE	11	d	d11	0	Host-associated	Animal	Animal surface	84skin	skin	marine biome	animal-associated habitat	mucus	host-associated	32989.52978	2749.127482	434072.7603	465	Scyliorhinus canicula	clearmag beads KF	2020-09-14	PS16L1	0.076	high	not applicable	FMP101_P3_skin_1.88	Isaacs  Kidd Midwater Trawl	19.4	84	1	1.4	trawl	USA:CA:San Diego	6.8	not applicable	2	DSLP	0	0	deep	bathypelagic	0	1	0	0	0	0	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.353905506	brown catshark	brown catshark	19.4	cm	not collected	Apristurus brunneus	FMP_84	428037	25.84	grams	1.0	32.674701	5.637562533	4.129947557	-117.355389	25.84	1.412292509	not applicable	not applicable	69	73.5	midwater trawl	3	84.skin	not applicable	not applicable	564	167	Eastern Pacific	Chondrichthyes	catshark	Scyliorhinidae	Apristurus	Carcharhiniformes	Apristurus brunneus	660	436804	5.640286607	437	33197	3.441918713	2766	4.118363944	1	172803	13133	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	1	not applicable	1	not applicable	not applicable	3.0	7	not applicable	0.515463918	0.072164948	0.350515464	oviparous	marine	marine	fish skin	s	skin swab	gill, fin, skin, MG, HG	127	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	deep water benthic	2	3	Carcharhiniform	crusier sprinter	FMP101	1.0	19.4	28	13488	3	3	TRUE	not applicable	not applicable	not applicable
13414.85.gill	not applicable	85.gill	FALSE	1	2	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2018	blackbelly eelpout	0.3443	NE	0	0	0	0.0	0	not applicable	399	9	500	85.gill	crustaceans, worms, bivalves, brittle stars	fishbase.org	5	9790	3.990782692	TRUE	11	e	e11	0	Host-associated	Animal	Animal corpus	85gill	gill	marine biome	animal-associated habitat	organic material	host-associated	194.9197377	16.24331148	2792.546386	116	Lycodes brevipes	columns	2020-12-26	PS16L1	0.0698	not applicable	WG	FMP101_P4_gill_1.88	Isaacs  Kidd Midwater Trawl	20.5	85	1	2	trawl	USA:CA:San Diego	14.5	not applicable	2	DSLP	0	0	mid	mesopelagic and benthopelagic	0	0	0	0	0	1	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.344278232	blackbelly eelpout	black belly eelpout	20.5	cm	not collected	Lycodes pacificus	FMP_85	1772091	29.66	grams	1.0	32.674701	3.446000396	3.493318608	-117.355389	29.66	1.472171147	5	not applicable	46	46	midwater trawl	3	85.gill	not applicable	not applicable	661	140	Eastern Pacific	Actinopterygii	eelpouts	Zoarcidae	Lycodes	Perciformes	Lycodes pacificus	757	3101	3.491501766	3	216	1.256135173	18	3.493318608	1	44613	3114	SIO	not collected	not applicable	not applicable	1	1	1	1	not applicable	not applicable	not applicable	not applicable	4.0	8	not applicable	0.243902439	0.097560976	0.707317073	oviparous	marine	marine	fish gill	g	gill tissue	gill, fin, skin, MG, HG	100	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	soft bottom	1	3	Labriform	generalist	FMP101	1.0	20.5	45	3114	2	2	TRUE	not applicable	not applicable	not applicable
13414.85.hg	not applicable	85.hg	FALSE	2	2	deep water	deep water benthic	2018-03-10	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2018	blackbelly eelpout	0.3443	NE	0	0	0	0.0	0	not applicable	399	9	500	85.hg	crustaceans, worms, bivalves, brittle stars	fishbase.org	5	9790	3.990782692	TRUE	11	e	e11	0	Host-associated	Animal	Animal distal gut	85hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	2319.654582	193.3045485	33666.97507	116	Lycodes brevipes	clearmag beads KF	2020-09-10	PS16L1	0.0689	not applicable	not applicable	FMP101_P1_hg_1.88	Isaacs  Kidd Midwater Trawl	20.5	85	1	2	trawl	USA:CA:San Diego	14.5	not applicable	2	DSLP	0	0	mid	mesopelagic and benthopelagic	0	0	0	0	0	1	1	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.344278232	blackbelly eelpout	black belly eelpout	20.5	cm	not collected	Lycodes pacificus	FMP_85	1772091	29.66	grams	1.0	32.674701	4.527204097	3.800579622	-117.355389	29.66	1.472171147	5	not applicable	46	46	midwater trawl	3	85.hg	not applicable	not applicable	373	140	Eastern Pacific	Actinopterygii	eelpouts	Zoarcidae	Lycodes	Perciformes	Lycodes pacificus	469	32473	4.511522413	32	2237	2.270561274	186	3.783403281	1	88142	6073	SIO	not collected	not applicable	not applicable	1	1	1	1	not applicable	not applicable	not applicable	not applicable	4.0	5	not applicable	0.243902439	0.097560976	0.707317073	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	gill, fin, skin, MG, HG	100	winter	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	soft bottom	1	3	Labriform	generalist	FMP101	1.0	20.5	45	6318	2	2	TRUE	not applicable	not applicable	not applicable
